,source_genesymbol,type,target_genesymbol
921,TP53,post_translational,MMP2
922,E2F1,post_translational,XPC
923,TP53,post_translational,MET
924,TP53,post_translational,NLRC4
926,TP53,post_translational,NDRG1
927,TLX1,post_translational,ALDH1A1
928,ATR,post_translational,E2F1
929,YWHAQ,post_translational,E2F1
930,E2F1,post_translational,YWHAQ
931,E2F1,post_translational,DDB2
933,ATM,post_translational,MDM2
934,DDX17,post_translational,ESR1
935,DDX17,post_translational,MDM2
936,TP53,post_translational,RB1
938,TP53,post_translational,RABGGTA
939,TP53,post_translational,PYCARD
942,TP53,post_translational,PTEN
943,TP53,post_translational,PRKAB1
944,SGK1,post_translational,FOXO3
945,TP53,post_translational,PRDM1
946,TP53,post_translational,PPM1J
947,AKT1,post_translational,FOXO1
951,PLK3,post_translational,TP53
952,E2F1,post_translational,CCNB1
953,E2F1,post_translational,CASP7
954,TP53,post_translational,SERPINE1
955,TP53,post_translational,SERPINB5
956,TP53,post_translational,SFN
957,TP53,post_translational,SESN1
958,TP53,post_translational,RPS27L
959,TP53,post_translational,COP1
962,TP53,post_translational,S100A2
963,TP53,post_translational,SCN3B
964,TP53,post_translational,SCD
966,TP53,post_translational,TP73
972,GSK3B,post_translational,CCND1
973,TP53,post_translational,STEAP3
974,TP53,post_translational,SLC38A2
975,TP53,post_translational,SH2D1A
976,TP53,post_translational,TNFRSF10C
977,TP53,post_translational,TNFRSF10A
978,TP53,post_translational,TGFA
979,TP53,post_translational,TAP1
980,AXIN1,post_translational,MYC
982,GSK3B,post_translational,MYC
983,IKBKB,post_translational,IKBKG
985,CHEK1,post_translational,CDC25A
986,RPS6KA5,post_translational,H2AZ1
987,TAF1,post_translational,BCL2L11
988,CREBBP,post_translational,ASAH2B
989,KAT7,post_translational,H4-16
990,KAT7,post_translational,H3C8
992,CASP8,post_translational,CASP6
993,GTF3C4,post_translational,H3C8
995,NCOA1,post_translational,H4-16
996,NCOA1,post_translational,H3C8
997,CDK1,post_translational,CSNK2B
998,MDM2,post_translational,JMY
999,NCOA3,post_translational,H3C8
1000,DYRK2,post_translational,TP53
1001,TBK1,post_translational,IRF7
1002,RUNX1,post_translational,IER3
1003,MAVS,post_translational,TBK1
1005,NCOA2,post_translational,H3C8
1006,NCOA3,post_translational,H4-16
1007,TLR5,post_translational,MYD88
1008,KDM3B,post_translational,H3C8
1009,RIPK2,post_translational,BCL10
1010,KDM3A,post_translational,H3C8
1011,CLOCK,post_translational,H3C8
1012,NCOA2,post_translational,H4-16
1014,KDM4C,post_translational,H3C8
1015,KDM4B,post_translational,H3C8
1016,KDM4A,post_translational,BCL2L11
1017,ATR,post_translational,RFWD3
1018,TNFRSF10A,post_translational,FADD
1019,BAK1,post_translational,AIFM1
1021,HIF1A,post_translational,TP53
1023,CSNK2B,post_translational,TP53
1024,ABL1,post_translational,WASL
1025,APIP,post_translational,APAF1
1026,ESCO1,post_translational,KDM1A
1027,TNFAIP3,post_translational,IKBKG
1028,ABL1,post_translational,YTHDC1
1029,CASP1,post_translational,IL1B
1030,ABL1,post_translational,ZDHHC16
1031,XPC,post_translational,DDB1
1032,CASP1,post_translational,IL18
1033,ESCO1,post_translational,RAD21
1034,ABL2,post_translational,WASL
1035,ABL1,post_translational,WRN
1036,CAPNS1,post_translational,CAPN2
1037,XRCC5,post_translational,DDB2
1038,PIK3R4,post_translational,PIK3C3
1039,KMT2B,post_translational,RELB
1040,KMT2D,post_translational,RELB
1041,KMT2B,post_translational,H3C8
1042,KMT2D,post_translational,H3C8
1043,CARM1,post_translational,RELB
1044,BID,post_translational,BAK1
1045,BID,post_translational,BAX
1046,ATM,post_translational,PLK1
1048,DIABLO,post_translational,XIAP
1049,PRMT6,post_translational,THBS1
1052,ATR,post_translational,PLK1
1054,WEE1,post_translational,CDK1
1055,KMT5B,post_translational,H4-16
1056,XRCC5,post_translational,ATRIP
1057,KMT2A,post_translational,RELB
1060,PPM1A,post_translational,PRKAG1
1061,MBD1,post_translational,SETDB1
1062,MAPKAPK2,post_translational,HSPB1
1063,E2F1,post_translational,HIC1
1065,SMARCA4,post_translational,HIC1
1066,RNF8,post_translational,RNF168
1067,SOCS3,post_translational,TRAF6
1068,SOCS3,post_translational,MAPK8IP1
1070,MAP2K2,post_translational,MAPK3
1071,MAPK8,post_translational,BMF
1073,MAPK8,post_translational,IRS1
1074,MAPK8,post_translational,MAPK8IP1
1076,CASP5,post_translational,IL18
1077,CASP5,post_translational,IL1B
1078,MAPK8,post_translational,BAX
1080,MAP2K1,post_translational,MAPK1
1081,AKT1,post_translational,TBC1D1
1083,AKT1,post_translational,TBC1D4
1084,PPM1D,post_translational,ATM
1085,PARP1,post_translational,XRCC1
1086,PARP1,post_translational,APTX
1087,HSP90AA1,post_translational,SMYD2
1088,SMYD2,post_translational,TP53
1089,SETD1A,post_translational,BCL2L11
1090,CXCL9,post_translational,CXCR3
1091,SETD2,post_translational,H3C8
1092,CCL5,post_translational,CCR5
1094,CCL8,post_translational,CCR5
1095,SMYD2,post_translational,H3C8
1096,CCL4,post_translational,CCR5
1097,IL6,post_translational,IL6ST
1098,SETDB2,post_translational,H3C8
1100,MAVS,post_translational,IKBKB
1101,KMT2E,post_translational,H3C8
1102,PARP1,post_translational,H1-1
1103,RIOX1,post_translational,SP7
1104,FKBP8,post_translational,BCL2L1
1105,FKBP8,post_translational,BCL2
1106,TP53,post_translational,RECQL4
1107,MYC,post_translational,RIOX2
1108,GSK3A,post_translational,BCL3
1109,CTBP1,post_translational,ELK3
1110,SETD7,post_translational,H3C8
1111,PPM1D,post_translational,CHEK2
1112,PRDM2,post_translational,H3C8
1113,DOT1L,post_translational,H3C8
1114,KMT5A,post_translational,H4-16
1115,DIABLO,post_translational,BIRC2
1116,ATG16L1,post_translational,CLTC
1118,DIABLO,post_translational,BIRC3
1119,CASP3,post_translational,ATG4D
1120,FADD,post_translational,ATG5
1121,ATG4D,post_translational,GABARAPL1
1123,DIABLO,post_translational,BIRC5
1124,FADD,post_translational,RIPK1
1126,EGR1,post_translational,TOPBP1
1128,E2F1,post_translational,PPM1D
1129,E2F1,post_translational,MAP3K5
1130,HTRA2,post_translational,BIRC6
1132,HTRA2,post_translational,BIRC3
1133,HTRA2,post_translational,BIRC2
1134,ATG4B,post_translational,GABARAPL1
1135,HTRA2,post_translational,XIAP
1136,ATG4B,post_translational,GABARAP
1137,BIRC6,post_translational,DIABLO
1139,CASP7,post_translational,DFFA
1140,BNIP3L,post_translational,GABARAPL1
1141,ATG4A,post_translational,GABARAPL2
1142,CASP3,post_translational,IKBKB
1143,CASP3,post_translational,RELA
1144,CASP3,post_translational,EIF4B
1145,ATG4B,post_translational,GABARAPL2
1146,ATM,post_translational,IKBKG
1147,BIRC2,post_translational,CASP7
1148,BIRC3,post_translational,CASP7
1149,ATM,post_translational,H2AX
1150,H2AX,post_translational,MDC1
1152,CASP3,post_translational,CTNNB1
1153,CASP3,post_translational,EIF2A
1154,BIRC5,post_translational,CASP9
1155,CASP3,post_translational,GORASP1
1157,PRKN,post_translational,VDAC1
1158,EGFR,post_translational,GRB2
1160,CASP3,post_translational,ROCK1
1163,TRAF6,post_translational,TAB2
1165,TAB1,post_translational,MAP3K7
1166,BIRC3,post_translational,CASP9
1168,BIRC6,post_translational,CASP3
1169,PINK1,post_translational,BECN1
1170,WDFY3,post_translational,ATG12
1171,CASP3,post_translational,CASP7
1173,TAB2,post_translational,MAP3K7
1174,MAP3K5,post_translational,DAXX
1176,FAS,post_translational,DAXX
1179,WDFY3,post_translational,SQSTM1
1180,BCL2L2,post_translational,BAK1
1181,CASP7,post_translational,PARP1
1182,CASP3,post_translational,DFFA
1184,EGF,post_translational,EGFR
1185,BCL2L2,post_translational,BAX
1186,VMP1,post_translational,BECN1
1187,TRAF2,post_translational,MAP3K5
1189,BIRC6,post_translational,CASP7
1190,RPS6KA3,post_translational,TSC2
1191,RPS6KA1,post_translational,TSC2
1192,MAPK3,post_translational,TSC2
1193,ATG7,post_translational,ATG5
1194,PRKACA,post_translational,MAP1LC3B
1195,IL1A,post_translational,IL1R1
1196,BECN1,post_translational,AMBRA1
1198,RAB7A,post_translational,FYCO1
1200,TRAF2,post_translational,IKBKB
1201,TP53,post_translational,FASLG
1202,DAP3,post_translational,CYCS
1203,SUPT20H,post_translational,ATG9A
1204,EIF4G2,post_translational,XIAP
1205,RAB33B,post_translational,ATG16L1
1206,EIF4G2,post_translational,BIRC2
1207,BAK1,post_translational,HTRA2
1208,BAX,post_translational,ENDOG
1209,EIF4G2,post_translational,APAF1
1210,CASP2,post_translational,GOLGA3
1212,CASP6,post_translational,LMNA
1213,BAK1,post_translational,ENDOG
1214,CISD2,post_translational,BCL2
1215,BID,post_translational,BCL2L2
1218,BAD,post_translational,BCL2L2
1219,BBC3,post_translational,BCL2L2
1221,BCL2L11,post_translational,BCL2L2
1223,BCL2L11,post_translational,BCL2
1225,BID,post_translational,BCL2L1
1227,BCL2L11,post_translational,BCL2L1
1229,BCL2,post_translational,BAK1
1230,BCL2L11,post_translational,BAK1
1231,BCL2L1,post_translational,BAK1
1233,TP53,post_translational,BCL6
1234,BCL6,post_translational,TP53
1235,SP1,post_translational,GDF15
1236,TP53,post_translational,RAD51
1237,PIDD1,post_translational,RIPK1
1238,PIDD1,post_translational,CRADD
1239,CRADD,post_translational,RIPK1
1241,CRADD,post_translational,CASP2
1242,CASP2,post_translational,TRAF2
1243,TRAF2,post_translational,RIPK1
1246,TRADD,post_translational,RIPK1
1247,TP53,post_translational,HIC1
1248,TP53,post_translational,HSP90AB1
1249,TP53,post_translational,HSPA8
1250,TP53,post_translational,LGALS3
1251,TP53,post_translational,LIF
1252,TP53,post_translational,MAD1L1
1253,TP53,post_translational,RNF144B
1254,TP53,post_translational,IGFBP3
1255,TP53,post_translational,IRF5
1256,TP53,post_translational,KRT8
1257,HMGB1,post_translational,BECN1
1258,BECN1,post_translational,HMGB1
1259,CDK1,post_translational,PIK3C3
1260,MCL1,post_translational,BECN1
1261,CDK5,post_translational,PIK3C3
1262,TNFAIP3,post_translational,BECN1
1263,TRAF6,post_translational,BECN1
1264,DYNLL1,post_translational,AMBRA1
1265,ULK1,post_translational,DYNLL1
1266,ULK1,post_translational,AMBRA1
1267,MAPK1,post_translational,RPTOR
1268,ULK1,post_translational,DAPK3
1269,FBXO5,post_translational,ANAPC11
1270,PIN1,post_translational,FBXO5
1271,PLK1,post_translational,FBXO5
1272,CDK1,post_translational,FBXO5
1273,BTRC,post_translational,FBXO5
1274,BCL6,post_translational,ZBTB17
1277,BCL6,post_translational,ATR
1278,ZBTB17,post_translational,CDKN1A
1279,UBE2M,post_translational,CUL2
1280,OS9,post_translational,EGLN1
1281,OS9,post_translational,EGLN3
1283,EGLN1,post_translational,HIF1A
1285,EGLN3,post_translational,HIF1A
1287,EGLN2,post_translational,HIF1A
1288,VHL,post_translational,HIF1A
1289,RUNX3,post_translational,CD4
1290,MYB,post_translational,GATA3
1291,BRCA1,post_translational,PALB2
1292,PALB2,post_translational,BRCA1
1293,RUNX1,post_translational,CD4
1294,EP300,post_translational,MYB
1295,CREBBP,post_translational,MYB
1296,MYB,post_translational,COL1A2
1297,MYB,post_translational,COL1A1
1298,PAXIP1,post_translational,ATM
1299,NLK,post_translational,MYB
1300,PIN1,post_translational,BCL6
1301,TP53BP1,post_translational,PAXIP1
1302,PAXIP1,post_translational,TP53BP1
1303,PER1,post_translational,ATM
1304,TIMELESS,post_translational,ATR
1305,STAT1,post_translational,MDC1
1306,SSBP1,post_translational,TP53
1307,GSK3B,post_translational,MDM2
1308,SIRT1,post_translational,PER2
1309,RORA,post_translational,ARNTL
1310,RORB,post_translational,ARNTL
1311,RORC,post_translational,ARNTL
1312,PARP1,post_translational,HIF1A
1314,NR1D1,post_translational,ARNTL
1316,PER1,post_translational,ARNTL
1318,PER2,post_translational,ARNTL
1319,NR1D2,post_translational,ARNTL
1320,PER3,post_translational,ARNTL
1321,CAND1,post_translational,CUL1
1322,UBE2M,post_translational,CUL1
1323,GLRX,post_translational,ACTA1
1324,GAPDH,post_translational,EDN1
1325,SMAD2,post_translational,GNRHR
1326,SMAD3,post_translational,GNRHR
1327,JUN,post_translational,PTGS2
1328,GLRX,post_translational,GAPDH
1329,SMAD4,post_translational,GNRHR
1330,NR5A1,post_translational,GNRHR
1331,GLRX,post_translational,IRF3
1332,DKK1,post_translational,LRP6
1333,SIRT6,post_translational,RELA
1334,DKK1,post_translational,LRP5
1335,WNT5A,post_translational,FZD5
1336,COPS5,post_translational,MYC
1337,COPS5,post_translational,HIF1A
1338,COPS5,post_translational,MDM2
1339,COPS5,post_translational,JUN
1340,COPS5,post_translational,CDKN1B
1341,NKRF,post_translational,NFKB2
1342,NKRF,post_translational,NFKB1
1343,NKRF,post_translational,RELA
1344,NKRF,post_translational,REL
1345,TWIST1,post_translational,TIMP1
1346,TWIST1,post_translational,CDH1
1347,TWIST1,post_translational,RELA
1351,FRAT1,post_translational,GSK3B
1352,FRAT2,post_translational,GSK3B
1355,CSNK2A1,post_translational,CTNNB1
1356,ATM,post_translational,UPF1
1357,ATM,post_translational,TRAF6
1358,ATM,post_translational,RPA1
1359,KAT5,post_translational,AR
1360,KAT5,post_translational,MYC
1361,PML,post_translational,KAT5
1362,PPP5C,post_translational,ATM
1363,MIR22HG,post_translational,MYCBP
1364,MTNR1A,post_translational,GNAQ
1365,MTNR1A,post_translational,GNAI3
1368,CDK11A,post_translational,EIF3F
1369,CDK11B,post_translational,EIF3F
1370,DDB2,post_translational,CDKN1A
1371,PPM1D,post_translational,H2AX
1372,ABL1,post_translational,TERT
1373,TP53,post_translational,MIR17HG
1374,PRKACA,post_translational,H3C8
1375,SMARCB1,post_translational,MYC
1376,RB1,post_translational,HIF1A
1377,HDAC3,post_translational,TRIM28
1378,TRIM28,post_translational,STAT3
1379,TRIM28,post_translational,TBL1XR1
1380,RB1,post_translational,E2F1
1382,E2F1,post_translational,PTTG1
1383,KLF6,post_translational,PTTG1
1384,E2F6,post_translational,UXT
1385,NSMCE2,post_translational,TERF1
1386,NSMCE2,post_translational,TERF2IP
1387,NSMCE2,post_translational,TERF2
1388,NSMCE2,post_translational,TINF2
1389,CDC73,post_translational,MYC
1390,GSK3B,post_translational,FOSL1
1391,AURKA,post_translational,HDAC6
1392,HDAC6,post_translational,HSP90B1
1393,EP300,post_translational,HDAC6
1394,HDAC6,post_translational,CTTN
1395,HDAC6,post_translational,TUBA4B
1396,KDM4A,post_translational,AR
1397,KDM4A,post_translational,H1-4
1398,TRIM8,post_translational,SOCS1
1399,RECQL5,post_translational,RAD51
1400,MARCHF5,post_translational,DDX58
1401,ZBTB4,post_translational,CDKN1A
1402,DDX5,post_translational,TP53
1403,DTX3L,post_translational,H4-16
1404,DDX5,post_translational,HDAC1
1405,IKBKE,post_translational,NFKBIA
1406,NFKBIZ,post_translational,STAT3
1407,GATA3,post_translational,IL10
1408,ATF1,post_translational,IL10
1409,JAK1,post_translational,STAT3
1410,KDM5D,post_translational,H3C8
1411,KDM5B,post_translational,H3C8
1412,KDM5C,post_translational,H3C8
1413,ASH1L,post_translational,H3C8
1414,KDM5A,post_translational,H3C8
1415,PLK1,post_translational,PKMYT1
1417,CHUK,post_translational,NFKB2
1418,TNFSF14,post_translational,LTBR
1419,MAP3K14,post_translational,RCAN1
1420,MAP3K14,post_translational,RELA
1421,CD40LG,post_translational,CD40
1422,TNFSF13B,post_translational,MAP3K14
1423,LTA,post_translational,TNFRSF1A
1425,LTB,post_translational,LTBR
1426,LTBR,post_translational,MAP3K14
1427,MAP3K14,post_translational,STAT3
1428,BCL3,post_translational,NFKB2
1429,STAT3,post_translational,JUNB
1430,BCL3,post_translational,NFKB1
1431,STAT3,post_translational,KLF4
1432,STAT3,post_translational,EGR1
1433,STAT3,post_translational,GMCL1
1434,STAT3,post_translational,PIM1
1435,STAT3,post_translational,PRDM1
1436,CDK2,post_translational,FOXO1
1437,FOXO3,post_translational,BCL2L11
1439,EP300,post_translational,TP53
1440,CTNNB1,post_translational,FOXO1
1442,NRG1,post_translational,ERBB2
1443,CD40,post_translational,TRAF2
1446,FOXO1,post_translational,KLF4
1447,AKT1,post_translational,FOXO3
1448,AKT1,post_translational,FOXO4
1449,FOXO3,post_translational,SCP2
1450,FOXO1,post_translational,G6PC1
1451,SKP2,post_translational,FOXO1
1452,NFKB1,post_translational,CREBBP
1454,USP7,post_translational,FOXO1
1455,SIRT1,post_translational,FOXO1
1456,KL,post_translational,INSR
1457,CREBBP,post_translational,RELB
1458,NR1I2,post_translational,FOXO1
1459,FOXO1,post_translational,NR1I2
1460,KL,post_translational,IGF1R
1461,CTNNB1,post_translational,FOXO4
1462,CTNNB1,post_translational,FOXO3B
1463,CTNNB1,post_translational,FOXO3
1464,EP300,post_translational,H3C8
1465,AKT1,post_translational,EP300
1466,CHUK,post_translational,CREBBP
1468,NOLC1,post_translational,CSNK2A1
1469,ULK1,post_translational,BECN1
1470,BECN1,post_translational,PIK3C3
1473,BAK1,post_translational,BAX
1474,PRMT5,post_translational,H4-16
1475,APC2,post_translational,CTNNB1
1476,PRMT5,post_translational,H2AZ1
1477,HDAC2,post_translational,H2AZ1
1478,HDAC2,post_translational,H2BC11
1479,MST1,post_translational,H2BC11
1480,SIRT1,post_translational,SUV39H1
1481,HDAC2,post_translational,H3C8
1482,SIAH1,post_translational,CTNNB1
1483,HDAC2,post_translational,H4-16
1484,USP22,post_translational,H2AZ1
1486,H2AX,post_translational,TP53BP1
1488,TRAF2,post_translational,MAP3K7
1489,HSPB1,post_translational,SP1
1490,HSPB1,post_translational,UBE2N
1491,PRKD1,post_translational,HSPB1
1497,GSK3A,post_translational,LRP6
1498,SETD7,post_translational,TAF10
1499,SETD7,post_translational,TP53
1500,DFFA,post_translational,DFFB
1502,RCOR1,post_translational,KDM1A
1503,NKIRAS1,post_translational,NFKBIA
1504,PTEN,post_translational,E2F1
1505,E2F1,post_translational,RAD51
1506,BACH1,post_translational,NFE2L2
1507,BACH1,post_translational,NQO1
1508,NKIRAS2,post_translational,NFKBIB
1509,GSK3B,post_translational,CTNNB1
1510,TP53,post_translational,SIAH1
1511,MAPK3,post_translational,BCL2L11
1512,MAPK1,post_translational,BCL2L11
1513,DDIT3,post_translational,BCL2L11
1515,DDIT3,post_translational,ITGAM
1517,DDIT3,post_translational,FOSL1
1519,CASP8,post_translational,CASP7
1521,CASP8,post_translational,BID
1522,NGF,post_translational,NTRK1
1524,CEBPB,post_translational,RUNX2
1526,CASP9,post_translational,CASP7
1527,MAPK3,post_translational,CEBPB
1528,MAPK1,post_translational,CEBPB
1529,ACAA2,post_translational,BNIP3
1530,BNIP3,post_translational,RHEB
1531,BMI1,post_translational,CDKN2A
1533,CSNK1A1,post_translational,CREB1
1534,ATR,post_translational,UPF1
1536,BAD,post_translational,BCL2L1
1537,ING1,post_translational,CDKN1A
1538,ATM,post_translational,SRSF1
1539,ATM,post_translational,NABP2
1540,KDM3A,post_translational,AR
1541,FADD,post_translational,CASP10
1542,CFLAR,post_translational,FADD
1543,CASP3,post_translational,CASP6
1545,FOXO3,post_translational,FASLG
1546,SIRT1,post_translational,FOXO3
1547,FOXO3,post_translational,CDKN1B
1548,FOXO3,post_translational,GADD45A
1549,ATM,post_translational,FBXO31
1550,PRMT5,post_translational,H3C8
